pellet_id,name,category,cost,weight,received,sell_by,refrigerated,sent
2521,Butter,Dairy,111.8,338.02,2025-03-22,2025-04-05,True,False
2522,Butter,Dairy,111.8,222.1,2025-02-27,2025-03-19,True,False
2523,Butter,Dairy,111.8,255.71,2025-03-05,2025-03-24,True,False
2524,Butter,Dairy,111.8,212.59,2025-03-12,2025-04-20,True,False
2525,Butter,Dairy,111.8,278.94,2025-03-22,2025-04-08,True,False
2526,Butter,Dairy,111.8,212.77,2025-02-20,2025-04-03,True,False
2527,Butter,Dairy,111.8,250.23,2025-03-27,2025-04-23,True,False
2528,Butter,Dairy,111.8,211.65,2025-03-13,2025-04-05,True,False
2529,Butter,Dairy,111.8,340.3,2025-02-19,2025-03-02,True,False
2530,Butter,Dairy,111.8,341.63,2025-02-12,2025-03-18,True,False
2531,Butter,Dairy,111.8,338.43,2025-03-01,2025-04-13,True,False
2532,Butter,Dairy,111.8,383.74,2025-03-12,2025-03-31,True,False
2533,Butter,Dairy,111.8,254.54,2025-02-15,2025-03-18,True,False
2534,Butter,Dairy,111.8,302.57,2025-03-27,2025-04-26,True,False
2535,Butter,Dairy,111.8,276.47,2025-02-24,2025-03-16,True,False
2536,Butter,Dairy,111.8,282.94,2025-03-10,2025-03-21,True,False
2537,Butter,Dairy,111.8,351.99,2025-02-07,2025-03-12,True,False
2538,Butter,Dairy,111.8,300.3,2025-02-16,2025-03-14,True,False
2539,Butter,Dairy,111.8,368.25,2025-03-03,2025-03-23,True,False
2540,Butter,Dairy,111.8,333.77,2025-02-09,2025-03-07,True,False
2541,Butter,Dairy,111.8,219.08,2025-03-05,2025-04-02,True,False
2542,Butter,Dairy,111.8,353.68,2025-03-09,2025-04-16,True,False
2543,Butter,Dairy,111.8,264.59,2025-02-23,2025-03-24,True,False
2544,Butter,Dairy,111.8,334.46,2025-02-22,2025-03-13,True,False
2545,Butter,Dairy,111.8,395.18,2025-03-08,2025-04-12,True,False
2546,Butter,Dairy,111.8,337.23,2025-03-24,2025-04-30,True,False
2547,Butter,Dairy,111.8,272.04,2025-03-08,2025-04-21,True,False
2548,Butter,Dairy,111.8,342.31,2025-03-09,2025-03-21,True,False
2549,Butter,Dairy,111.8,261.76,2025-03-01,2025-03-28,True,False
2550,Butter,Dairy,111.8,336.36,2025-03-29,2025-04-09,True,False
2551,Butter,Dairy,111.8,393.73,2025-03-28,2025-05-05,True,False
2552,Butter,Dairy,111.8,211.36,2025-03-23,2025-04-12,True,False
2553,Butter,Dairy,111.8,261.27,2025-02-11,2025-03-03,True,False
2554,Butter,Dairy,111.8,335.99,2025-02-19,2025-03-05,True,False
2555,Butter,Dairy,111.8,372.42,2025-03-19,2025-05-03,True,False
2556,Butter,Dairy,111.8,319.53,2025-02-16,2025-02-28,True,False
2557,Butter,Dairy,111.8,280.34,2025-03-18,2025-04-07,True,False
2558,Butter,Dairy,111.8,397.87,2025-02-11,2025-02-21,True,False
2559,Butter,Dairy,111.8,350.63,2025-03-14,2025-03-30,True,False
2560,Butter,Dairy,111.8,339.21,2025-03-07,2025-04-11,True,False
2561,Butter,Dairy,111.8,221.3,2025-03-01,2025-03-20,True,False
2562,Butter,Dairy,111.8,241.38,2025-03-13,2025-04-13,True,False
2563,Butter,Dairy,111.8,269.49,2025-03-12,2025-04-08,True,False
2564,Butter,Dairy,111.8,304.76,2025-02-12,2025-03-03,True,False
2565,Butter,Dairy,111.8,211.35,2025-03-02,2025-03-22,True,False
2566,Butter,Dairy,111.8,283.11,2025-03-23,2025-04-03,True,False
2567,Butter,Dairy,111.8,373.71,2025-03-23,2025-04-08,True,False
2568,Butter,Dairy,111.8,203.69,2025-03-29,2025-05-05,True,False
2569,Butter,Dairy,111.8,351.78,2025-02-26,2025-04-05,True,False
2570,Butter,Dairy,111.8,358.3,2025-03-12,2025-04-09,True,False
2571,Butter,Dairy,111.8,372.55,2025-03-02,2025-03-21,True,False
2572,Butter,Dairy,111.8,382.24,2025-03-10,2025-04-06,True,False
2573,Butter,Dairy,111.8,267.87,2025-03-16,2025-03-29,True,False
2574,Butter,Dairy,111.8,270.31,2025-02-04,2025-02-24,True,False
2575,Butter,Dairy,111.8,292.91,2025-02-20,2025-03-10,True,False
2576,Butter,Dairy,111.8,349.7,2025-03-25,2025-05-09,True,False
2577,Butter,Dairy,111.8,228.14,2025-02-28,2025-03-29,True,False
2578,Butter,Dairy,111.8,247.64,2025-03-21,2025-04-20,True,False
2579,Butter,Dairy,111.8,202.42,2025-02-18,2025-03-29,True,False
2580,Butter,Dairy,111.8,218.11,2025-03-26,2025-04-06,True,False
2581,Butter,Dairy,111.8,289.03,2025-03-16,2025-03-29,True,False
2582,Butter,Dairy,111.8,241.36,2025-02-21,2025-03-25,True,False
2583,Butter,Dairy,111.8,326.56,2025-03-11,2025-04-02,True,False
2584,Butter,Dairy,111.8,283.61,2025-02-27,2025-03-31,True,False
2585,Butter,Dairy,111.8,343.56,2025-03-12,2025-04-08,True,False
2586,Butter,Dairy,111.8,302.88,2025-02-06,2025-02-27,True,False
2587,Butter,Dairy,111.8,203.08,2025-02-24,2025-03-28,True,False
2588,Butter,Dairy,111.8,382.44,2025-02-24,2025-03-24,True,False
2589,Butter,Dairy,111.8,203.09,2025-03-18,2025-04-20,True,False
2590,Butter,Dairy,111.8,315.93,2025-02-28,2025-03-31,True,False
2591,Butter,Dairy,111.8,316.06,2025-03-16,2025-04-13,True,False
2592,Butter,Dairy,111.8,272.18,2025-02-18,2025-03-01,True,False
2593,Butter,Dairy,111.8,368.22,2025-02-28,2025-04-04,True,False
2594,Butter,Dairy,111.8,264.29,2025-03-11,2025-03-22,True,False
2595,Butter,Dairy,111.8,393.41,2025-03-13,2025-04-02,True,False
2596,Butter,Dairy,111.8,332.44,2025-03-26,2025-05-03,True,False
2597,Butter,Dairy,111.8,314.19,2025-03-04,2025-03-28,True,False
2598,Butter,Dairy,111.8,225.86,2025-02-19,2025-04-05,True,False
2599,Butter,Dairy,111.8,393.29,2025-03-09,2025-03-28,True,False
2600,Butter,Dairy,111.8,238.7,2025-02-17,2025-03-27,True,False
2601,Butter,Dairy,111.8,300.05,2025-03-28,2025-05-09,True,False
2602,Butter,Dairy,111.8,224.16,2025-02-15,2025-03-14,True,False
2603,Butter,Dairy,111.8,297.06,2025-03-10,2025-04-08,True,False
2604,Butter,Dairy,111.8,354.2,2025-02-20,2025-03-31,True,False
2605,Butter,Dairy,111.8,371.49,2025-02-26,2025-04-03,True,False
2606,Butter,Dairy,111.8,378.65,2025-03-28,2025-05-09,True,False
2607,Butter,Dairy,111.8,283.55,2025-02-28,2025-03-20,True,False
2608,Butter,Dairy,111.8,302.02,2025-03-23,2025-04-30,True,False
2609,Butter,Dairy,111.8,332.73,2025-02-06,2025-02-21,True,False
2610,Butter,Dairy,111.8,342.98,2025-02-28,2025-03-14,True,False
2611,Butter,Dairy,111.8,347.97,2025-03-27,2025-04-30,True,False
2612,Butter,Dairy,111.8,255.45,2025-02-26,2025-04-04,True,False
2613,Butter,Dairy,111.8,234.87,2025-03-03,2025-04-15,True,False
2614,Butter,Dairy,111.8,357.36,2025-02-12,2025-03-10,True,False
2615,Butter,Dairy,111.8,244.83,2025-04-01,2025-04-28,True,False
2616,Cream Cheese,Dairy,119.79,371.89,2025-03-07,2025-04-01,True,False
2617,Cream Cheese,Dairy,119.79,369.49,2025-03-10,2025-03-27,True,False
2618,Cream Cheese,Dairy,119.79,339.61,2025-03-08,2025-04-04,True,False
2619,Cream Cheese,Dairy,119.79,340.34,2025-02-15,2025-03-06,True,False
2620,Cream Cheese,Dairy,119.79,310.09,2025-03-07,2025-03-19,True,False
2621,Cream Cheese,Dairy,119.79,367.47,2025-02-20,2025-03-18,True,False
2622,Cream Cheese,Dairy,119.79,237.02,2025-02-11,2025-02-23,True,False
2623,Cream Cheese,Dairy,119.79,384.68,2025-02-17,2025-03-17,True,False
2624,Cream Cheese,Dairy,119.79,229.5,2025-02-09,2025-03-20,True,False
2625,Cream Cheese,Dairy,119.79,220.84,2025-03-05,2025-04-03,True,False
2626,Cream Cheese,Dairy,119.79,229.15,2025-04-02,2025-05-10,True,False
2627,Cream Cheese,Dairy,119.79,288.33,2025-03-26,2025-04-05,True,False
2628,Cream Cheese,Dairy,119.79,359.94,2025-02-05,2025-02-22,True,False
2629,Cream Cheese,Dairy,119.79,265.48,2025-03-16,2025-03-31,True,False
2630,Cream Cheese,Dairy,119.79,345.42,2025-03-05,2025-03-26,True,False
2631,Cream Cheese,Dairy,119.79,318.2,2025-03-21,2025-04-07,True,False
2632,Cream Cheese,Dairy,119.79,296.27,2025-03-13,2025-04-03,True,False
2633,Cream Cheese,Dairy,119.79,377.02,2025-02-12,2025-03-20,True,False
2634,Cream Cheese,Dairy,119.79,392.69,2025-02-21,2025-03-13,True,False
2635,Cream Cheese,Dairy,119.79,220.56,2025-02-11,2025-03-23,True,False
2636,Cream Cheese,Dairy,119.79,212.64,2025-02-21,2025-03-20,True,False
2637,Cream Cheese,Dairy,119.79,308.7,2025-03-11,2025-04-19,True,False
2638,Cream Cheese,Dairy,119.79,326.11,2025-03-12,2025-04-03,True,False
2639,Cream Cheese,Dairy,119.79,290.06,2025-03-29,2025-04-28,True,False
2640,Cream Cheese,Dairy,119.79,377.3,2025-03-15,2025-04-22,True,False
2641,Cream Cheese,Dairy,119.79,378.86,2025-03-15,2025-04-09,True,False
2642,Cream Cheese,Dairy,119.79,399.08,2025-03-29,2025-04-10,True,False
2643,Cream Cheese,Dairy,119.79,292.0,2025-02-18,2025-03-31,True,False
2644,Cream Cheese,Dairy,119.79,333.96,2025-03-20,2025-05-02,True,False
2645,Cream Cheese,Dairy,119.79,244.02,2025-03-20,2025-04-15,True,False
2646,Cream Cheese,Dairy,119.79,231.48,2025-03-19,2025-04-18,True,False
2647,Cream Cheese,Dairy,119.79,393.2,2025-03-13,2025-04-23,True,False
2648,Cream Cheese,Dairy,119.79,276.51,2025-02-27,2025-03-29,True,False
2649,Cream Cheese,Dairy,119.79,244.86,2025-03-02,2025-04-02,True,False
2650,Cream Cheese,Dairy,119.79,339.8,2025-02-08,2025-03-09,True,False
2651,Cream Cheese,Dairy,119.79,374.62,2025-03-29,2025-04-16,True,False
2652,Cream Cheese,Dairy,119.79,211.06,2025-02-27,2025-03-19,True,False
2653,Cream Cheese,Dairy,119.79,368.33,2025-03-23,2025-05-05,True,False
2654,Cream Cheese,Dairy,119.79,206.09,2025-03-18,2025-04-16,True,False
2655,Cream Cheese,Dairy,119.79,349.08,2025-03-04,2025-03-21,True,False
2656,Cream Cheese,Dairy,119.79,251.82,2025-03-10,2025-04-04,True,False
2657,Cream Cheese,Dairy,119.79,245.1,2025-02-26,2025-03-31,True,False
2658,Cream Cheese,Dairy,119.79,343.23,2025-03-09,2025-03-20,True,False
2659,Cream Cheese,Dairy,119.79,376.03,2025-03-05,2025-03-28,True,False
2660,Cream Cheese,Dairy,119.79,377.83,2025-03-17,2025-03-31,True,False
2661,Cream Cheese,Dairy,119.79,275.47,2025-04-02,2025-05-16,True,False
2662,Cream Cheese,Dairy,119.79,386.5,2025-02-14,2025-02-24,True,False
2663,Cream Cheese,Dairy,119.79,325.07,2025-03-25,2025-04-29,True,False
2664,Cream Cheese,Dairy,119.79,275.79,2025-03-27,2025-04-24,True,False
2665,Cream Cheese,Dairy,119.79,287.43,2025-03-25,2025-04-22,True,False
2666,Cream Cheese,Dairy,119.79,234.16,2025-02-18,2025-03-17,True,False
2667,Cream Cheese,Dairy,119.79,287.29,2025-03-21,2025-04-10,True,False
2668,Cream Cheese,Dairy,119.79,256.26,2025-02-09,2025-03-20,True,False
2669,Cream Cheese,Dairy,119.79,350.68,2025-02-26,2025-03-18,True,False
2670,Cream Cheese,Dairy,119.79,365.38,2025-02-11,2025-03-23,True,False
2671,Cream Cheese,Dairy,119.79,244.85,2025-03-05,2025-04-08,True,False
2672,Cream Cheese,Dairy,119.79,378.4,2025-03-29,2025-04-17,True,False
2673,Cream Cheese,Dairy,119.79,200.53,2025-02-16,2025-03-07,True,False
2674,Cream Cheese,Dairy,119.79,367.58,2025-03-12,2025-03-23,True,False
2675,Cream Cheese,Dairy,119.79,212.57,2025-02-06,2025-03-21,True,False
2676,Cream Cheese,Dairy,119.79,291.38,2025-02-13,2025-03-14,True,False
2677,Cream Cheese,Dairy,119.79,203.76,2025-03-27,2025-05-02,True,False
2678,Cream Cheese,Dairy,119.79,293.21,2025-02-13,2025-03-27,True,False
2679,Cream Cheese,Dairy,119.79,366.6,2025-03-21,2025-04-30,True,False
2680,Cream Cheese,Dairy,119.79,242.17,2025-03-04,2025-03-26,True,False
2681,Cream Cheese,Dairy,119.79,238.21,2025-03-30,2025-04-15,True,False
2682,Cream Cheese,Dairy,119.79,320.48,2025-03-22,2025-04-08,True,False
2683,Cream Cheese,Dairy,119.79,332.14,2025-02-05,2025-03-17,True,False
2684,Cream Cheese,Dairy,119.79,208.18,2025-04-02,2025-05-09,True,False
2685,Cream Cheese,Dairy,119.79,349.18,2025-03-31,2025-04-17,True,False
2686,Cream Cheese,Dairy,119.79,315.9,2025-02-19,2025-03-19,True,False
2687,Cream Cheese,Dairy,119.79,323.85,2025-03-11,2025-04-12,True,False
2688,Cream Cheese,Dairy,119.79,264.98,2025-02-12,2025-03-29,True,False
2689,Cream Cheese,Dairy,119.79,255.67,2025-03-18,2025-04-09,True,False
2690,Cream Cheese,Dairy,119.79,308.97,2025-02-22,2025-04-03,True,False
2691,Cream Cheese,Dairy,119.79,202.86,2025-02-18,2025-03-16,True,False
2692,Cream Cheese,Dairy,119.79,360.7,2025-03-07,2025-04-07,True,False
2693,Cream Cheese,Dairy,119.79,335.77,2025-04-01,2025-05-16,True,False
2694,Cream Cheese,Dairy,119.79,346.3,2025-03-11,2025-04-02,True,False
2695,Cream Cheese,Dairy,119.79,375.52,2025-02-20,2025-03-03,True,False
2696,Cream Cheese,Dairy,119.79,243.23,2025-02-26,2025-04-05,True,False
2697,Cream Cheese,Dairy,119.79,269.2,2025-02-16,2025-03-10,True,False
2698,Cream Cheese,Dairy,119.79,329.17,2025-02-20,2025-03-16,True,False
2699,Cream Cheese,Dairy,119.79,283.8,2025-02-10,2025-03-24,True,False
2700,Cream Cheese,Dairy,119.79,358.08,2025-03-30,2025-04-26,True,False
2701,Cream Cheese,Dairy,119.79,228.77,2025-03-08,2025-04-10,True,False
2702,Cream Cheese,Dairy,119.79,385.98,2025-02-10,2025-02-21,True,False
2703,Cream Cheese,Dairy,119.79,382.21,2025-03-10,2025-03-22,True,False
2704,Cream Cheese,Dairy,119.79,203.73,2025-02-20,2025-04-04,True,False
2705,Cream Cheese,Dairy,119.79,250.88,2025-04-03,2025-05-17,True,False
2706,Cream Cheese,Dairy,119.79,376.84,2025-02-07,2025-02-22,True,False
2707,Cream Cheese,Dairy,119.79,343.28,2025-02-04,2025-03-12,True,False
2708,Cream Cheese,Dairy,119.79,348.2,2025-02-23,2025-03-20,True,False
2709,Cream Cheese,Dairy,119.79,285.85,2025-03-17,2025-04-10,True,False
2710,Cream Cheese,Dairy,119.79,256.21,2025-04-01,2025-05-16,True,False
2711,Cream Cheese,Dairy,119.79,230.49,2025-03-04,2025-03-23,True,False
2712,Cream Cheese,Dairy,119.79,231.97,2025-02-26,2025-03-12,True,False
2713,Cream Cheese,Dairy,119.79,339.26,2025-02-28,2025-03-12,True,False
2714,Cream Cheese,Dairy,119.79,233.96,2025-03-19,2025-04-20,True,False
2715,Cream Cheese,Dairy,119.79,330.92,2025-04-02,2025-04-16,True,False
2716,Cream Cheese,Dairy,119.79,258.5,2025-03-21,2025-04-21,True,False
2717,Cream Cheese,Dairy,119.79,289.67,2025-03-01,2025-04-07,True,False
2718,Cream Cheese,Dairy,119.79,274.72,2025-03-09,2025-04-07,True,False
2719,Cream Cheese,Dairy,119.79,341.69,2025-02-20,2025-03-04,True,False
2720,Cream Cheese,Dairy,119.79,298.12,2025-03-09,2025-04-04,True,False
2721,Cream Cheese,Dairy,119.79,209.97,2025-02-18,2025-03-02,True,False
2722,Cream Cheese,Dairy,119.79,276.37,2025-03-02,2025-03-17,True,False
2723,Cream Cheese,Dairy,119.79,259.68,2025-02-08,2025-03-16,True,False
2724,Cream Cheese,Dairy,119.79,319.57,2025-03-11,2025-04-02,True,False
2725,Cream Cheese,Dairy,119.79,342.89,2025-02-13,2025-03-17,True,False
2726,Cream Cheese,Dairy,119.79,248.99,2025-03-18,2025-04-02,True,False
2727,Cream Cheese,Dairy,119.79,332.56,2025-02-20,2025-03-27,True,False
2728,Cream Cheese,Dairy,119.79,325.45,2025-03-01,2025-04-11,True,False
2729,Cream Cheese,Dairy,119.79,260.09,2025-02-26,2025-03-28,True,False
2730,Cream Cheese,Dairy,119.79,231.46,2025-02-24,2025-04-02,True,False
2731,Cream Cheese,Dairy,119.79,221.91,2025-02-27,2025-04-09,True,False
2732,Cream Cheese,Dairy,119.79,323.22,2025-03-27,2025-04-23,True,False
2733,Cream Cheese,Dairy,119.79,399.0,2025-02-11,2025-03-14,True,False
2734,Cream Cheese,Dairy,119.79,281.43,2025-02-07,2025-03-04,True,False
2735,Cream Cheese,Dairy,119.79,209.37,2025-02-27,2025-03-25,True,False
2736,Cream Cheese,Dairy,119.79,389.21,2025-03-09,2025-04-09,True,False
2737,Cream Cheese,Dairy,119.79,295.9,2025-03-17,2025-04-21,True,False
2738,Cream Cheese,Dairy,119.79,269.82,2025-02-04,2025-03-02,True,False
2739,Cream Cheese,Dairy,119.79,370.72,2025-03-03,2025-03-17,True,False
2740,Cream Cheese,Dairy,119.79,200.29,2025-03-15,2025-04-03,True,False
2741,Cream Cheese,Dairy,119.79,281.85,2025-03-11,2025-04-22,True,False
2742,Cream Cheese,Dairy,119.79,370.0,2025-02-07,2025-03-15,True,False
2743,Cream Cheese,Dairy,119.79,264.29,2025-02-27,2025-04-09,True,False
2744,Cream Cheese,Dairy,119.79,232.28,2025-03-28,2025-05-03,True,False
2745,Cream Cheese,Dairy,119.79,313.3,2025-02-08,2025-03-04,True,False
2746,Cream Cheese,Dairy,119.79,374.09,2025-02-13,2025-03-17,True,False
2747,Cream Cheese,Dairy,119.79,380.84,2025-03-28,2025-04-23,True,False
2748,Cream Cheese,Dairy,119.79,317.69,2025-02-16,2025-03-14,True,False
2749,Cream Cheese,Dairy,119.79,381.37,2025-02-11,2025-02-22,True,False
2750,Cream Cheese,Dairy,119.79,386.25,2025-03-03,2025-03-18,True,False
2751,Cream Cheese,Dairy,119.79,253.92,2025-03-11,2025-04-21,True,False
2752,Cream Cheese,Dairy,119.79,333.15,2025-02-22,2025-04-04,True,False
2753,Cream Cheese,Dairy,119.79,332.49,2025-02-18,2025-03-29,True,False
2754,Cream Cheese,Dairy,119.79,255.45,2025-03-05,2025-04-05,True,False
2755,Cream Cheese,Dairy,119.79,397.63,2025-03-24,2025-04-17,True,False
2756,Cream Cheese,Dairy,119.79,329.63,2025-02-13,2025-02-26,True,False
2757,Cream Cheese,Dairy,119.79,312.23,2025-02-09,2025-03-07,True,False
2758,Cream Cheese,Dairy,119.79,349.57,2025-02-09,2025-03-09,True,False
2759,Cream Cheese,Dairy,119.79,353.89,2025-02-23,2025-04-03,True,False
2760,Cream Cheese,Dairy,119.79,302.1,2025-03-01,2025-04-11,True,False
2761,Cream Cheese,Dairy,119.79,332.96,2025-02-04,2025-02-18,True,False
2762,Cream Cheese,Dairy,119.79,346.57,2025-04-02,2025-04-14,True,False
2763,Cream Cheese,Dairy,119.79,353.91,2025-04-02,2025-04-16,True,False
2764,Cream Cheese,Dairy,119.79,216.57,2025-03-06,2025-04-18,True,False
2765,Cream Cheese,Dairy,119.79,337.9,2025-02-08,2025-03-24,True,False
2766,Cream Cheese,Dairy,119.79,343.27,2025-03-14,2025-04-25,True,False
2767,Cream Cheese,Dairy,119.79,304.39,2025-02-11,2025-03-14,True,False
2768,Cream Cheese,Dairy,119.79,230.82,2025-03-22,2025-05-03,True,False
2769,Cream Cheese,Dairy,119.79,279.28,2025-02-04,2025-03-16,True,False
2770,Cream Cheese,Dairy,119.79,254.9,2025-03-26,2025-04-21,True,False
2771,Cream Cheese,Dairy,119.79,300.14,2025-03-19,2025-04-02,True,False
2772,Cream Cheese,Dairy,119.79,266.54,2025-02-07,2025-03-24,True,False
2773,Cream Cheese,Dairy,119.79,385.02,2025-03-19,2025-03-29,True,False
2774,Cream Cheese,Dairy,119.79,300.58,2025-03-06,2025-04-17,True,False
2775,Cream Cheese,Dairy,119.79,208.27,2025-03-15,2025-03-26,True,False
2776,Cream Cheese,Dairy,119.79,205.72,2025-02-19,2025-03-30,True,False
2777,Cream Cheese,Dairy,119.79,332.75,2025-02-07,2025-02-24,True,False
2778,Cream Cheese,Dairy,119.79,251.05,2025-03-20,2025-04-02,True,False
2779,Cream Cheese,Dairy,119.79,308.59,2025-02-19,2025-03-18,True,False
2780,Cream Cheese,Dairy,119.79,335.04,2025-02-09,2025-02-22,True,False
2781,Cream Cheese,Dairy,119.79,325.85,2025-03-15,2025-04-06,True,False
2782,Cream Cheese,Dairy,119.79,380.89,2025-03-18,2025-04-23,True,False
2783,Cream Cheese,Dairy,119.79,353.09,2025-02-26,2025-03-25,True,False
2784,Cream Cheese,Dairy,119.79,233.1,2025-03-09,2025-03-21,True,False
2785,Cream Cheese,Dairy,119.79,221.71,2025-02-17,2025-03-22,True,False
2786,Cream Cheese,Dairy,119.79,307.63,2025-04-02,2025-05-05,True,False
2787,Cream Cheese,Dairy,119.79,245.15,2025-03-17,2025-04-24,True,False
2788,Cream Cheese,Dairy,119.79,340.91,2025-02-24,2025-03-29,True,False
2789,Cream Cheese,Dairy,119.79,376.93,2025-02-22,2025-04-04,True,False
2790,Cream Cheese,Dairy,119.79,314.69,2025-03-19,2025-04-05,True,False
2791,Cream Cheese,Dairy,119.79,361.06,2025-02-25,2025-03-23,True,False
2792,Cream Cheese,Dairy,119.79,342.76,2025-03-05,2025-04-08,True,False
2793,Cream Cheese,Dairy,119.79,332.12,2025-02-14,2025-02-25,True,False
2794,Cream Cheese,Dairy,119.79,327.65,2025-03-26,2025-04-07,True,False
2795,Cream Cheese,Dairy,119.79,219.32,2025-03-18,2025-04-11,True,False
2796,Cream Cheese,Dairy,119.79,342.1,2025-02-05,2025-02-27,True,False
2797,Cream Cheese,Dairy,119.79,357.31,2025-02-15,2025-02-28,True,False
2798,Cream Cheese,Dairy,119.79,320.03,2025-02-04,2025-03-09,True,False
2799,Cream Cheese,Dairy,119.79,209.37,2025-02-13,2025-03-14,True,False
2800,Cream Cheese,Dairy,119.79,216.78,2025-03-11,2025-04-15,True,False
2801,Cream Cheese,Dairy,119.79,355.62,2025-03-03,2025-03-26,True,False
2802,Cream Cheese,Dairy,119.79,218.91,2025-02-11,2025-02-28,True,False
2803,Cream Cheese,Dairy,119.79,363.95,2025-02-07,2025-03-24,True,False
2804,Cream Cheese,Dairy,119.79,296.34,2025-02-14,2025-03-09,True,False
2805,Cream Cheese,Dairy,119.79,374.4,2025-04-03,2025-05-13,True,False
2806,Cream Cheese,Dairy,119.79,361.43,2025-02-15,2025-03-29,True,False
2807,Cream Cheese,Dairy,119.79,292.3,2025-03-29,2025-05-05,True,False
2808,Cream Cheese,Dairy,119.79,206.14,2025-03-05,2025-03-29,True,False
2809,Cream Cheese,Dairy,119.79,264.13,2025-02-07,2025-03-07,True,False
2810,Cream Cheese,Dairy,119.79,211.04,2025-03-31,2025-05-01,True,False
2811,Cream Cheese,Dairy,119.79,397.18,2025-03-28,2025-04-21,True,False
2812,Cream Cheese,Dairy,119.79,303.11,2025-02-23,2025-04-04,True,False
2813,Cream Cheese,Dairy,119.79,259.94,2025-02-10,2025-02-23,True,False
2814,Cream Cheese,Dairy,119.79,365.0,2025-03-09,2025-03-22,True,False
2815,Cream Cheese,Dairy,119.79,203.76,2025-02-05,2025-02-23,True,False
2816,Cream Cheese,Dairy,119.79,379.97,2025-03-12,2025-04-21,True,False
2817,Romaine Lettuce,Produce,107.09,379.03,2025-02-21,2025-03-12,True,False
2818,Romaine Lettuce,Produce,107.09,207.59,2025-02-12,2025-03-26,True,False
2819,Romaine Lettuce,Produce,107.09,329.79,2025-03-31,2025-05-04,True,False
2820,Romaine Lettuce,Produce,107.09,248.17,2025-03-15,2025-03-27,True,False
2821,Romaine Lettuce,Produce,107.09,211.46,2025-02-15,2025-03-14,True,False
2822,Romaine Lettuce,Produce,107.09,365.61,2025-03-28,2025-04-14,True,False
2823,Romaine Lettuce,Produce,107.09,347.43,2025-03-17,2025-04-01,True,False
2824,Romaine Lettuce,Produce,107.09,212.32,2025-03-24,2025-04-22,True,False
2825,Romaine Lettuce,Produce,107.09,290.63,2025-03-31,2025-04-14,True,False
2826,Romaine Lettuce,Produce,107.09,317.18,2025-02-21,2025-03-04,True,False
2827,Romaine Lettuce,Produce,107.09,353.39,2025-03-30,2025-05-03,True,False
2828,Romaine Lettuce,Produce,107.09,277.83,2025-03-07,2025-03-24,True,False
2829,Romaine Lettuce,Produce,107.09,394.61,2025-03-05,2025-03-24,True,False
2830,Romaine Lettuce,Produce,107.09,366.9,2025-03-25,2025-05-08,True,False
2831,Romaine Lettuce,Produce,107.09,333.61,2025-03-10,2025-04-06,True,False
2832,Romaine Lettuce,Produce,107.09,349.61,2025-02-13,2025-02-25,True,False
2833,Romaine Lettuce,Produce,107.09,264.53,2025-02-11,2025-03-11,True,False
2834,Romaine Lettuce,Produce,107.09,281.34,2025-03-15,2025-03-31,True,False
2835,Romaine Lettuce,Produce,107.09,367.76,2025-03-07,2025-04-08,True,False
2836,Romaine Lettuce,Produce,107.09,254.09,2025-03-28,2025-04-24,True,False
2837,Romaine Lettuce,Produce,107.09,380.3,2025-02-03,2025-02-26,True,False
2838,Romaine Lettuce,Produce,107.09,325.33,2025-03-04,2025-04-05,True,False
2839,Romaine Lettuce,Produce,107.09,316.82,2025-03-19,2025-04-14,True,False
2840,Romaine Lettuce,Produce,107.09,353.35,2025-03-29,2025-04-21,True,False
2841,Romaine Lettuce,Produce,107.09,257.07,2025-03-15,2025-04-10,True,False
2842,Romaine Lettuce,Produce,107.09,312.92,2025-03-12,2025-04-22,True,False
2843,Romaine Lettuce,Produce,107.09,202.88,2025-02-28,2025-03-25,True,False
2844,Romaine Lettuce,Produce,107.09,219.02,2025-03-21,2025-04-05,True,False
2845,Romaine Lettuce,Produce,107.09,378.78,2025-03-22,2025-04-21,True,False
2846,Romaine Lettuce,Produce,107.09,211.6,2025-03-28,2025-05-11,True,False
2847,Romaine Lettuce,Produce,107.09,350.14,2025-02-28,2025-03-24,True,False
2848,Romaine Lettuce,Produce,107.09,223.04,2025-03-01,2025-04-12,True,False
2849,Romaine Lettuce,Produce,107.09,243.1,2025-03-08,2025-04-04,True,False
2850,Romaine Lettuce,Produce,107.09,300.99,2025-02-14,2025-03-08,True,False
2851,Romaine Lettuce,Produce,107.09,387.54,2025-03-21,2025-04-05,True,False
2852,Romaine Lettuce,Produce,107.09,330.19,2025-03-01,2025-04-12,True,False
2853,Romaine Lettuce,Produce,107.09,261.55,2025-03-30,2025-04-24,True,False
2854,Romaine Lettuce,Produce,107.09,235.4,2025-02-19,2025-03-26,True,False
2855,Romaine Lettuce,Produce,107.09,391.9,2025-02-26,2025-03-12,True,False
2856,Romaine Lettuce,Produce,107.09,289.91,2025-02-13,2025-03-18,True,False
2857,Romaine Lettuce,Produce,107.09,222.24,2025-03-23,2025-04-03,True,False
2858,Romaine Lettuce,Produce,107.09,333.59,2025-02-24,2025-03-16,True,False
2859,Romaine Lettuce,Produce,107.09,338.74,2025-03-30,2025-05-05,True,False
2860,Romaine Lettuce,Produce,107.09,281.41,2025-03-21,2025-04-07,True,False
