transaction_id,type,cost,date,date_time,month,quarter
5727,supplier_delivery,43018.5,2025-09-24,2025-09-24,2025-09,2025Q3
5728,supplier_delivery,22200.920000000002,2025-09-24,2025-09-24,2025-09,2025Q3
5729,supplier_delivery,30399.74,2025-09-24,2025-09-24,2025-09,2025Q3
5730,supplier_delivery,57063.98,2025-09-24,2025-09-24,2025-09,2025Q3
5731,supplier_delivery,31093.820000000003,2025-09-24,2025-09-24,2025-09,2025Q3
5732,supplier_delivery,28515.12,2025-09-24,2025-09-24,2025-09,2025Q3
5733,supplier_delivery,89999.04,2025-09-24,2025-09-24,2025-09,2025Q3
5734,supplier_delivery,67253.46,2025-09-24,2025-09-24,2025-09,2025Q3
5735,supplier_delivery,81670.08,2025-09-24,2025-09-24,2025-09,2025Q3
5736,supplier_delivery,29257.4,2025-09-24,2025-09-24,2025-09,2025Q3
5737,supplier_delivery,34356.96,2025-09-24,2025-09-24,2025-09,2025Q3
5738,supplier_delivery,74459.36,2025-09-24,2025-09-24,2025-09,2025Q3
5739,supplier_delivery,40965.18,2025-09-24,2025-09-24,2025-09,2025Q3
5740,supplier_delivery,41418.26,2025-09-24,2025-09-24,2025-09,2025Q3
5741,supplier_delivery,48421.719999999994,2025-09-24,2025-09-24,2025-09,2025Q3
5742,supplier_delivery,95927.64,2025-09-24,2025-09-24,2025-09,2025Q3
5743,supplier_delivery,28375.34,2025-09-24,2025-09-24,2025-09,2025Q3
5744,supplier_delivery,69803.23999999999,2025-09-24,2025-09-24,2025-09,2025Q3
5745,supplier_delivery,79785.46,2025-09-24,2025-09-24,2025-09,2025Q3
5746,supplier_delivery,28679.0,2025-09-24,2025-09-24,2025-09,2025Q3
5747,supplier_delivery,66019.54,2025-09-24,2025-09-24,2025-09,2025Q3
5748,supplier_delivery,21738.2,2025-09-24,2025-09-24,2025-09,2025Q3
5749,supplier_delivery,92119.84,2025-09-24,2025-09-24,2025-09,2025Q3
5750,supplier_delivery,24316.9,2025-09-24,2025-09-24,2025-09,2025Q3
5751,supplier_delivery,41264.02,2025-09-24,2025-09-24,2025-09,2025Q3
5752,supplier_delivery,75085.96,2025-09-24,2025-09-24,2025-09,2025Q3
5753,supplier_delivery,43249.86,2025-09-24,2025-09-24,2025-09,2025Q3
5754,supplier_delivery,53868.32,2025-09-24,2025-09-24,2025-09,2025Q3
5755,supplier_delivery,69914.1,2025-09-24,2025-09-24,2025-09,2025Q3
5756,supplier_delivery,58153.3,2025-09-24,2025-09-24,2025-09,2025Q3
5757,supplier_delivery,58018.340000000004,2025-09-24,2025-09-24,2025-09,2025Q3
5758,supplier_delivery,81660.43999999999,2025-09-24,2025-09-24,2025-09,2025Q3
5759,supplier_delivery,39191.42,2025-09-24,2025-09-24,2025-09,2025Q3
5760,supplier_delivery,23820.440000000002,2025-09-24,2025-09-24,2025-09,2025Q3
5761,supplier_delivery,32274.719999999998,2025-09-24,2025-09-24,2025-09,2025Q3
5762,delivery,2216.12,2025-09-24,2025-09-24,2025-09,2025Q3
5763,fuel,16.426666666666666,2025-09-24,2025-09-24,2025-09,2025Q3
5764,delivery,2046.29,2025-09-24,2025-09-24,2025-09,2025Q3
5765,fuel,51.42666666666667,2025-09-24,2025-09-24,2025-09,2025Q3
5766,delivery,4838.929999999999,2025-09-24,2025-09-24,2025-09,2025Q3
5767,fuel,28.956666666666667,2025-09-24,2025-09-24,2025-09,2025Q3
5768,delivery,1382.27,2025-09-24,2025-09-24,2025-09,2025Q3
5769,fuel,53.38666666666666,2025-09-24,2025-09-24,2025-09,2025Q3
5770,delivery,4585.96,2025-09-24,2025-09-24,2025-09,2025Q3
5771,fuel,73.92,2025-09-24,2025-09-24,2025-09,2025Q3
5772,delivery,3086.33,2025-09-24,2025-09-24,2025-09,2025Q3
5773,fuel,84.09333333333333,2025-09-24,2025-09-24,2025-09,2025Q3
5774,delivery,6019.57,2025-09-24,2025-09-24,2025-09,2025Q3
5775,fuel,53.38666666666666,2025-09-24,2025-09-24,2025-09,2025Q3
5776,delivery,5479.04,2025-09-24,2025-09-24,2025-09,2025Q3
5777,fuel,75.6,2025-09-24,2025-09-24,2025-09,2025Q3
5778,delivery,1707.25,2025-09-24,2025-09-24,2025-09,2025Q3
5779,fuel,51.42666666666667,2025-09-24,2025-09-24,2025-09,2025Q3
5780,delivery,200.92,2025-09-24,2025-09-24,2025-09,2025Q3
5781,fuel,60.620000000000005,2025-09-24,2025-09-24,2025-09,2025Q3
5782,delivery,4521.15,2025-09-24,2025-09-24,2025-09,2025Q3
5783,fuel,51.42666666666667,2025-09-24,2025-09-24,2025-09,2025Q3
5784,delivery,1005.84,2025-09-24,2025-09-24,2025-09,2025Q3
5785,fuel,45.01,2025-09-24,2025-09-24,2025-09,2025Q3
5786,delivery,6215.0599999999995,2025-09-24,2025-09-24,2025-09,2025Q3
5787,fuel,16.426666666666666,2025-09-24,2025-09-24,2025-09,2025Q3
5788,delivery,7415.83,2025-09-24,2025-09-24,2025-09,2025Q3
5789,fuel,9.123333333333335,2025-09-24,2025-09-24,2025-09,2025Q3
5790,fuel,787.1436368901695,2025-09-25,2025-09-25,2025-09,2025Q3
5791,delivery,7182.6900000000005,2025-09-25,2025-09-25,2025-09,2025Q3
5792,fuel,54.83333333333333,2025-09-25,2025-09-25,2025-09,2025Q3
5793,delivery,2424.8700000000003,2025-09-25,2025-09-25,2025-09,2025Q3
5794,fuel,9.123333333333335,2025-09-25,2025-09-25,2025-09,2025Q3
5795,delivery,3463.6000000000004,2025-09-25,2025-09-25,2025-09,2025Q3
5796,fuel,45.45333333333333,2025-09-25,2025-09-25,2025-09,2025Q3
5797,delivery,3673.2599999999998,2025-09-25,2025-09-25,2025-09,2025Q3
5798,fuel,11.433333333333335,2025-09-25,2025-09-25,2025-09,2025Q3
5799,delivery,4045.91,2025-09-25,2025-09-25,2025-09,2025Q3
5800,fuel,53.38666666666666,2025-09-25,2025-09-25,2025-09,2025Q3
5801,delivery,1369.7,2025-09-25,2025-09-25,2025-09,2025Q3
5802,fuel,28.956666666666667,2025-09-25,2025-09-25,2025-09,2025Q3
5803,delivery,2241.55,2025-09-25,2025-09-25,2025-09,2025Q3
5804,fuel,67.71333333333334,2025-09-25,2025-09-25,2025-09,2025Q3
5805,delivery,1753.78,2025-09-25,2025-09-25,2025-09,2025Q3
5806,fuel,51.59,2025-09-25,2025-09-25,2025-09,2025Q3
5807,delivery,9929.64,2025-09-25,2025-09-25,2025-09,2025Q3
5808,fuel,54.83333333333333,2025-09-25,2025-09-25,2025-09,2025Q3
5809,delivery,4039.84,2025-09-25,2025-09-25,2025-09,2025Q3
5810,fuel,97.55666666666667,2025-09-25,2025-09-25,2025-09,2025Q3
5811,delivery,5270.99,2025-09-25,2025-09-25,2025-09,2025Q3
5812,fuel,9.123333333333335,2025-09-25,2025-09-25,2025-09,2025Q3
5813,delivery,5751.32,2025-09-25,2025-09-25,2025-09,2025Q3
5814,fuel,90.58,2025-09-25,2025-09-25,2025-09,2025Q3
5815,delivery,6497.5,2025-09-25,2025-09-25,2025-09,2025Q3
5816,fuel,86.8,2025-09-25,2025-09-25,2025-09,2025Q3
5817,delivery,4138.25,2025-09-25,2025-09-25,2025-09,2025Q3
5818,fuel,113.14333333333335,2025-09-25,2025-09-25,2025-09,2025Q3
5819,delivery,303.5,2025-09-25,2025-09-25,2025-09,2025Q3
5820,fuel,90.58,2025-09-25,2025-09-25,2025-09,2025Q3
5821,delivery,100.46,2025-09-25,2025-09-25,2025-09,2025Q3
5822,fuel,2.4033333333333333,2025-09-25,2025-09-25,2025-09,2025Q3
5823,delivery,6964.46,2025-09-25,2025-09-25,2025-09,2025Q3
5824,fuel,60.620000000000005,2025-09-25,2025-09-25,2025-09,2025Q3
5825,delivery,16607.55,2025-09-25,2025-09-25,2025-09,2025Q3
5826,fuel,84.09333333333333,2025-09-25,2025-09-25,2025-09,2025Q3
5827,delivery,9056.77,2025-09-26,2025-09-26,2025-09,2025Q3
5828,fuel,75.6,2025-09-26,2025-09-26,2025-09,2025Q3
5829,delivery,2231.25,2025-09-26,2025-09-26,2025-09,2025Q3
5830,fuel,73.92,2025-09-26,2025-09-26,2025-09,2025Q3
5831,delivery,2243.25,2025-09-26,2025-09-26,2025-09,2025Q3
5832,fuel,45.45333333333333,2025-09-26,2025-09-26,2025-09,2025Q3
5833,delivery,10124.75,2025-09-26,2025-09-26,2025-09,2025Q3
5834,fuel,3.5,2025-09-26,2025-09-26,2025-09,2025Q3
5835,delivery,1863.84,2025-09-26,2025-09-26,2025-09,2025Q3
5836,fuel,37.846666666666664,2025-09-26,2025-09-26,2025-09,2025Q3
5837,delivery,1685.45,2025-09-26,2025-09-26,2025-09,2025Q3
5838,fuel,97.55666666666667,2025-09-26,2025-09-26,2025-09,2025Q3
5839,delivery,3105.7000000000003,2025-09-26,2025-09-26,2025-09,2025Q3
5840,fuel,114.59,2025-09-26,2025-09-26,2025-09,2025Q3
5841,delivery,17170.1,2025-09-26,2025-09-26,2025-09,2025Q3
5842,fuel,81.41000000000001,2025-09-26,2025-09-26,2025-09,2025Q3
5843,delivery,9101.74,2025-09-26,2025-09-26,2025-09,2025Q3
5844,fuel,2.4033333333333333,2025-09-26,2025-09-26,2025-09,2025Q3
5845,delivery,4600.32,2025-09-26,2025-09-26,2025-09,2025Q3
5846,fuel,113.14333333333335,2025-09-26,2025-09-26,2025-09,2025Q3
5847,delivery,6231.360000000001,2025-09-26,2025-09-26,2025-09,2025Q3
5848,fuel,112.60666666666665,2025-09-26,2025-09-26,2025-09,2025Q3
5849,delivery,4180.16,2025-09-26,2025-09-26,2025-09,2025Q3
5850,fuel,113.14333333333335,2025-09-26,2025-09-26,2025-09,2025Q3
5851,delivery,4231.950000000001,2025-09-26,2025-09-26,2025-09,2025Q3
5852,fuel,55.90666666666667,2025-09-26,2025-09-26,2025-09,2025Q3
5853,delivery,2663.8300000000004,2025-09-26,2025-09-26,2025-09,2025Q3
5854,fuel,112.60666666666665,2025-09-26,2025-09-26,2025-09,2025Q3
5855,delivery,11053.569999999998,2025-09-26,2025-09-26,2025-09,2025Q3
5856,fuel,9.123333333333335,2025-09-26,2025-09-26,2025-09,2025Q3
5857,delivery,4786.650000000001,2025-09-26,2025-09-26,2025-09,2025Q3
5858,fuel,60.620000000000005,2025-09-26,2025-09-26,2025-09,2025Q3
5859,delivery,2812.7,2025-09-26,2025-09-26,2025-09,2025Q3
5860,fuel,90.58,2025-09-26,2025-09-26,2025-09,2025Q3
5861,delivery,4941.73,2025-09-26,2025-09-26,2025-09,2025Q3
5862,fuel,67.71333333333334,2025-09-26,2025-09-26,2025-09,2025Q3
5863,delivery,7602.380000000001,2025-09-26,2025-09-26,2025-09,2025Q3
5864,fuel,81.41000000000001,2025-09-26,2025-09-26,2025-09,2025Q3
5865,delivery,345.94,2025-09-26,2025-09-26,2025-09,2025Q3
5866,fuel,107.33333333333334,2025-09-26,2025-09-26,2025-09,2025Q3
5867,delivery,4427.54,2025-09-27,2025-09-27,2025-09,2025Q3
5868,fuel,97.55666666666667,2025-09-27,2025-09-27,2025-09,2025Q3
5869,delivery,4278.95,2025-09-27,2025-09-27,2025-09,2025Q3
5870,fuel,107.33333333333334,2025-09-27,2025-09-27,2025-09,2025Q3
5871,delivery,6138.87,2025-09-27,2025-09-27,2025-09,2025Q3
5872,fuel,51.59,2025-09-27,2025-09-27,2025-09,2025Q3
5873,delivery,946.05,2025-09-27,2025-09-27,2025-09,2025Q3
5874,fuel,48.25333333333334,2025-09-27,2025-09-27,2025-09,2025Q3
5875,delivery,3822.4,2025-09-27,2025-09-27,2025-09,2025Q3
5876,fuel,113.14333333333335,2025-09-27,2025-09-27,2025-09,2025Q3
5877,delivery,7006.349999999999,2025-09-27,2025-09-27,2025-09,2025Q3
5878,fuel,107.33333333333334,2025-09-27,2025-09-27,2025-09,2025Q3
5879,delivery,961.8000000000001,2025-09-27,2025-09-27,2025-09,2025Q3
5880,fuel,114.59,2025-09-27,2025-09-27,2025-09,2025Q3
5881,delivery,6732.6,2025-09-27,2025-09-27,2025-09,2025Q3
5882,fuel,86.8,2025-09-27,2025-09-27,2025-09,2025Q3
5883,delivery,8139.46,2025-09-27,2025-09-27,2025-09,2025Q3
5884,fuel,28.956666666666667,2025-09-27,2025-09-27,2025-09,2025Q3
5885,delivery,4172.22,2025-09-27,2025-09-27,2025-09,2025Q3
5886,fuel,67.71333333333334,2025-09-27,2025-09-27,2025-09,2025Q3
5887,fuel,754.485557676294,2025-09-28,2025-09-28,2025-09,2025Q3
5888,fuel,429.59075149950064,2025-09-28,2025-09-28,2025-09,2025Q3
5889,delivery,7633.22,2025-09-28,2025-09-28,2025-09,2025Q3
5890,fuel,53.38666666666666,2025-09-28,2025-09-28,2025-09,2025Q3
5891,delivery,4753.5,2025-09-28,2025-09-28,2025-09,2025Q3
5892,fuel,97.55666666666667,2025-09-28,2025-09-28,2025-09,2025Q3
5893,delivery,7153.740000000001,2025-09-28,2025-09-28,2025-09,2025Q3
5894,fuel,107.33333333333334,2025-09-28,2025-09-28,2025-09,2025Q3
5895,delivery,12980.36,2025-09-28,2025-09-28,2025-09,2025Q3
5896,fuel,45.01,2025-09-28,2025-09-28,2025-09,2025Q3
5897,delivery,3933.7299999999996,2025-09-28,2025-09-28,2025-09,2025Q3
5898,fuel,90.58,2025-09-28,2025-09-28,2025-09,2025Q3
5899,delivery,7697.53,2025-09-28,2025-09-28,2025-09,2025Q3
5900,fuel,54.83333333333333,2025-09-28,2025-09-28,2025-09,2025Q3
5901,delivery,2610.9,2025-09-28,2025-09-28,2025-09,2025Q3
5902,fuel,107.33333333333334,2025-09-28,2025-09-28,2025-09,2025Q3
5903,delivery,4184.42,2025-09-28,2025-09-28,2025-09,2025Q3
5904,fuel,37.846666666666664,2025-09-28,2025-09-28,2025-09,2025Q3
5905,delivery,4716.4,2025-09-28,2025-09-28,2025-09,2025Q3
5906,fuel,51.59,2025-09-28,2025-09-28,2025-09,2025Q3
5907,delivery,1450.61,2025-09-28,2025-09-28,2025-09,2025Q3
5908,fuel,16.426666666666666,2025-09-28,2025-09-28,2025-09,2025Q3
5909,delivery,5695.6,2025-09-28,2025-09-28,2025-09,2025Q3
5910,fuel,55.90666666666667,2025-09-28,2025-09-28,2025-09,2025Q3
5911,delivery,792.0,2025-09-28,2025-09-28,2025-09,2025Q3
5912,fuel,86.8,2025-09-28,2025-09-28,2025-09,2025Q3
5913,delivery,1819.08,2025-09-28,2025-09-28,2025-09,2025Q3
5914,fuel,114.59,2025-09-28,2025-09-28,2025-09,2025Q3
5915,delivery,4349.89,2025-09-28,2025-09-28,2025-09,2025Q3
5916,fuel,2.4033333333333333,2025-09-28,2025-09-28,2025-09,2025Q3
5917,fuel,1038.3172953357735,2025-09-29,2025-09-29,2025-09,2025Q3
5918,fuel,882.4874775929542,2025-09-29,2025-09-29,2025-09,2025Q3
5919,fuel,457.2231705361842,2025-09-29,2025-09-29,2025-09,2025Q3
5920,delivery,2453.11,2025-09-29,2025-09-29,2025-09,2025Q3
5921,fuel,7.910000000000001,2025-09-29,2025-09-29,2025-09,2025Q3
5922,delivery,5609.339999999999,2025-09-29,2025-09-29,2025-09,2025Q3
5923,fuel,51.42666666666667,2025-09-29,2025-09-29,2025-09,2025Q3
5924,delivery,4276.9,2025-09-29,2025-09-29,2025-09,2025Q3
5925,fuel,114.59,2025-09-29,2025-09-29,2025-09,2025Q3
5926,delivery,5789.360000000001,2025-09-29,2025-09-29,2025-09,2025Q3
5927,fuel,114.59,2025-09-29,2025-09-29,2025-09,2025Q3
5928,delivery,2427.36,2025-09-29,2025-09-29,2025-09,2025Q3
5929,fuel,113.14333333333335,2025-09-29,2025-09-29,2025-09,2025Q3
5930,delivery,11523.95,2025-09-29,2025-09-29,2025-09,2025Q3
5931,fuel,45.01,2025-09-29,2025-09-29,2025-09,2025Q3
5932,delivery,12612.35,2025-09-29,2025-09-29,2025-09,2025Q3
5933,fuel,37.846666666666664,2025-09-29,2025-09-29,2025-09,2025Q3
5934,delivery,10195.08,2025-09-29,2025-09-29,2025-09,2025Q3
5935,fuel,45.01,2025-09-29,2025-09-29,2025-09,2025Q3
5936,delivery,15852.500000000002,2025-09-29,2025-09-29,2025-09,2025Q3
5937,fuel,81.41000000000001,2025-09-29,2025-09-29,2025-09,2025Q3
5938,delivery,778.9,2025-09-29,2025-09-29,2025-09,2025Q3
5939,fuel,51.59,2025-09-29,2025-09-29,2025-09,2025Q3
5940,delivery,2352.58,2025-09-29,2025-09-29,2025-09,2025Q3
5941,fuel,53.38666666666666,2025-09-29,2025-09-29,2025-09,2025Q3
5942,delivery,2396.7599999999998,2025-09-29,2025-09-29,2025-09,2025Q3
5943,fuel,16.426666666666666,2025-09-29,2025-09-29,2025-09,2025Q3
5944,delivery,1499.26,2025-09-29,2025-09-29,2025-09,2025Q3
5945,fuel,60.620000000000005,2025-09-29,2025-09-29,2025-09,2025Q3
5946,delivery,12382.699999999999,2025-09-29,2025-09-29,2025-09,2025Q3
5947,fuel,86.8,2025-09-29,2025-09-29,2025-09,2025Q3
5948,delivery,3388.3999999999996,2025-09-29,2025-09-29,2025-09,2025Q3
5949,fuel,75.6,2025-09-29,2025-09-29,2025-09,2025Q3
5950,delivery,2054.64,2025-09-29,2025-09-29,2025-09,2025Q3
5951,fuel,51.42666666666667,2025-09-29,2025-09-29,2025-09,2025Q3
5952,delivery,975.72,2025-09-29,2025-09-29,2025-09,2025Q3
5953,fuel,90.58,2025-09-29,2025-09-29,2025-09,2025Q3
5954,delivery,1517.5,2025-09-30,2025-09-30,2025-09,2025Q3
5955,fuel,83.23,2025-09-30,2025-09-30,2025-09,2025Q3
5956,delivery,957.47,2025-09-30,2025-09-30,2025-09,2025Q3
5957,fuel,45.01,2025-09-30,2025-09-30,2025-09,2025Q3
5958,delivery,2287.03,2025-09-30,2025-09-30,2025-09,2025Q3
5959,fuel,86.8,2025-09-30,2025-09-30,2025-09,2025Q3
5960,delivery,934.6800000000001,2025-09-30,2025-09-30,2025-09,2025Q3
5961,fuel,7.910000000000001,2025-09-30,2025-09-30,2025-09,2025Q3
5962,delivery,3077.76,2025-09-30,2025-09-30,2025-09,2025Q3
5963,fuel,75.6,2025-09-30,2025-09-30,2025-09,2025Q3
5964,delivery,2484.56,2025-09-30,2025-09-30,2025-09,2025Q3
5965,fuel,28.956666666666667,2025-09-30,2025-09-30,2025-09,2025Q3
5966,delivery,3642.0,2025-09-30,2025-09-30,2025-09,2025Q3
5967,fuel,7.910000000000001,2025-09-30,2025-09-30,2025-09,2025Q3
5968,delivery,3949.7000000000003,2025-09-30,2025-09-30,2025-09,2025Q3
5969,fuel,3.5,2025-09-30,2025-09-30,2025-09,2025Q3
5970,delivery,1396.1000000000001,2025-09-30,2025-09-30,2025-09,2025Q3
5971,fuel,28.956666666666667,2025-09-30,2025-09-30,2025-09,2025Q3
5972,delivery,7237.24,2025-09-30,2025-09-30,2025-09,2025Q3
5973,fuel,73.92,2025-09-30,2025-09-30,2025-09,2025Q3
5974,delivery,10914.89,2025-09-30,2025-09-30,2025-09,2025Q3
5975,fuel,7.910000000000001,2025-09-30,2025-09-30,2025-09,2025Q3
5976,delivery,2637.36,2025-09-30,2025-09-30,2025-09,2025Q3
5977,fuel,53.38666666666666,2025-09-30,2025-09-30,2025-09,2025Q3
5978,delivery,7458.160000000001,2025-09-30,2025-09-30,2025-09,2025Q3
5979,fuel,45.45333333333333,2025-09-30,2025-09-30,2025-09,2025Q3
5980,delivery,10511.92,2025-09-30,2025-09-30,2025-09,2025Q3
5981,fuel,114.59,2025-09-30,2025-09-30,2025-09,2025Q3
5982,delivery,4348.12,2025-09-30,2025-09-30,2025-09,2025Q3
5983,fuel,75.6,2025-09-30,2025-09-30,2025-09,2025Q3
5984,delivery,1402.02,2025-09-30,2025-09-30,2025-09,2025Q3
5985,fuel,9.123333333333335,2025-09-30,2025-09-30,2025-09,2025Q3
5986,delivery,2736.4,2025-09-30,2025-09-30,2025-09,2025Q3
5987,fuel,9.123333333333335,2025-09-30,2025-09-30,2025-09,2025Q3
5988,delivery,10973.36,2025-09-30,2025-09-30,2025-09,2025Q3
5989,fuel,16.426666666666666,2025-09-30,2025-09-30,2025-09,2025Q3
5990,delivery,9260.74,2025-10-01,2025-10-01,2025-10,2025Q4
5991,fuel,9.123333333333335,2025-10-01,2025-10-01,2025-10,2025Q4
5992,delivery,977.0999999999999,2025-10-01,2025-10-01,2025-10,2025Q4
5993,fuel,90.58,2025-10-01,2025-10-01,2025-10,2025Q4
5994,delivery,5898.13,2025-10-01,2025-10-01,2025-10,2025Q4
5995,fuel,75.6,2025-10-01,2025-10-01,2025-10,2025Q4
5996,delivery,3223.91,2025-10-01,2025-10-01,2025-10,2025Q4
5997,fuel,37.846666666666664,2025-10-01,2025-10-01,2025-10,2025Q4
5998,delivery,1085.8500000000001,2025-10-01,2025-10-01,2025-10,2025Q4
5999,fuel,11.433333333333335,2025-10-01,2025-10-01,2025-10,2025Q4
6000,delivery,6219.75,2025-10-01,2025-10-01,2025-10,2025Q4
6001,fuel,45.45333333333333,2025-10-01,2025-10-01,2025-10,2025Q4
6002,delivery,1860.4399999999998,2025-10-01,2025-10-01,2025-10,2025Q4
6003,fuel,81.41000000000001,2025-10-01,2025-10-01,2025-10,2025Q4
6004,delivery,5104.870000000001,2025-10-01,2025-10-01,2025-10,2025Q4
6005,fuel,107.33333333333334,2025-10-01,2025-10-01,2025-10,2025Q4
6006,delivery,2027.48,2025-10-01,2025-10-01,2025-10,2025Q4
6007,fuel,7.910000000000001,2025-10-01,2025-10-01,2025-10,2025Q4
6008,delivery,1017.56,2025-10-01,2025-10-01,2025-10,2025Q4
6009,fuel,81.41000000000001,2025-10-01,2025-10-01,2025-10,2025Q4
6010,delivery,1134.21,2025-10-01,2025-10-01,2025-10,2025Q4
6011,fuel,7.910000000000001,2025-10-01,2025-10-01,2025-10,2025Q4
6012,delivery,2152.86,2025-10-01,2025-10-01,2025-10,2025Q4
6013,fuel,53.38666666666666,2025-10-01,2025-10-01,2025-10,2025Q4
6014,delivery,5683.200000000001,2025-10-01,2025-10-01,2025-10,2025Q4
6015,fuel,67.71333333333334,2025-10-01,2025-10-01,2025-10,2025Q4
6016,delivery,14277.13,2025-10-01,2025-10-01,2025-10,2025Q4
6017,fuel,51.59,2025-10-01,2025-10-01,2025-10,2025Q4
6018,delivery,2072.71,2025-10-01,2025-10-01,2025-10,2025Q4
6019,fuel,81.41000000000001,2025-10-01,2025-10-01,2025-10,2025Q4
6020,delivery,803.25,2025-10-01,2025-10-01,2025-10,2025Q4
6021,fuel,54.83333333333333,2025-10-01,2025-10-01,2025-10,2025Q4
6022,delivery,3748.5,2025-10-01,2025-10-01,2025-10,2025Q4
6023,fuel,37.846666666666664,2025-10-01,2025-10-01,2025-10,2025Q4
6024,delivery,2885.13,2025-10-01,2025-10-01,2025-10,2025Q4
6025,fuel,86.8,2025-10-01,2025-10-01,2025-10,2025Q4
6026,fuel,954.7405241612776,2025-10-02,2025-10-02,2025-10,2025Q4
6027,delivery,5149.070000000001,2025-10-02,2025-10-02,2025-10,2025Q4
6028,fuel,16.426666666666666,2025-10-02,2025-10-02,2025-10,2025Q4
6029,delivery,2580.4,2025-10-02,2025-10-02,2025-10,2025Q4
6030,fuel,112.60666666666665,2025-10-02,2025-10-02,2025-10,2025Q4
6031,delivery,4464.05,2025-10-02,2025-10-02,2025-10,2025Q4
6032,fuel,51.42666666666667,2025-10-02,2025-10-02,2025-10,2025Q4
6033,delivery,5692.459999999999,2025-10-02,2025-10-02,2025-10,2025Q4
6034,fuel,53.38666666666666,2025-10-02,2025-10-02,2025-10,2025Q4
6035,delivery,9877.830000000002,2025-10-02,2025-10-02,2025-10,2025Q4
6036,fuel,54.83333333333333,2025-10-02,2025-10-02,2025-10,2025Q4
6037,delivery,8526.34,2025-10-02,2025-10-02,2025-10,2025Q4
6038,fuel,84.09333333333333,2025-10-02,2025-10-02,2025-10,2025Q4
6039,delivery,1274.19,2025-10-02,2025-10-02,2025-10,2025Q4
6040,fuel,51.42666666666667,2025-10-02,2025-10-02,2025-10,2025Q4
6041,delivery,2005.1599999999999,2025-10-02,2025-10-02,2025-10,2025Q4
6042,fuel,60.620000000000005,2025-10-02,2025-10-02,2025-10,2025Q4
6043,delivery,706.4399999999999,2025-10-02,2025-10-02,2025-10,2025Q4
6044,fuel,48.25333333333334,2025-10-02,2025-10-02,2025-10,2025Q4
6045,delivery,10282.460000000001,2025-10-02,2025-10-02,2025-10,2025Q4
6046,fuel,84.09333333333333,2025-10-02,2025-10-02,2025-10,2025Q4
6047,delivery,2906.7999999999997,2025-10-02,2025-10-02,2025-10,2025Q4
6048,fuel,45.01,2025-10-02,2025-10-02,2025-10,2025Q4
6049,delivery,7492.08,2025-10-02,2025-10-02,2025-10,2025Q4
6050,fuel,9.123333333333335,2025-10-02,2025-10-02,2025-10,2025Q4
6051,delivery,2002.48,2025-10-02,2025-10-02,2025-10,2025Q4
6052,fuel,37.846666666666664,2025-10-02,2025-10-02,2025-10,2025Q4
6053,delivery,6545.37,2025-10-02,2025-10-02,2025-10,2025Q4
6054,fuel,55.90666666666667,2025-10-02,2025-10-02,2025-10,2025Q4
6055,delivery,9325.55,2025-10-02,2025-10-02,2025-10,2025Q4
6056,fuel,9.123333333333335,2025-10-02,2025-10-02,2025-10,2025Q4
6057,delivery,642.46,2025-10-02,2025-10-02,2025-10,2025Q4
6058,fuel,53.38666666666666,2025-10-02,2025-10-02,2025-10,2025Q4
6059,fuel,806.2693016274947,2025-10-03,2025-10-03,2025-10,2025Q4
6060,fuel,587.1528722190216,2025-10-03,2025-10-03,2025-10,2025Q4
6061,delivery,2195.33,2025-10-03,2025-10-03,2025-10,2025Q4
6062,fuel,16.426666666666666,2025-10-03,2025-10-03,2025-10,2025Q4
6063,delivery,1487.5,2025-10-03,2025-10-03,2025-10,2025Q4
6064,fuel,55.90666666666667,2025-10-03,2025-10-03,2025-10,2025Q4
6065,delivery,828.73,2025-10-03,2025-10-03,2025-10,2025Q4
6066,fuel,97.55666666666667,2025-10-03,2025-10-03,2025-10,2025Q4
6067,delivery,773.5,2025-10-03,2025-10-03,2025-10,2025Q4
6068,fuel,48.25333333333334,2025-10-03,2025-10-03,2025-10,2025Q4
6069,delivery,5919.5,2025-10-03,2025-10-03,2025-10,2025Q4
6070,fuel,112.60666666666665,2025-10-03,2025-10-03,2025-10,2025Q4
6071,delivery,1590.8200000000002,2025-10-03,2025-10-03,2025-10,2025Q4
6072,fuel,7.910000000000001,2025-10-03,2025-10-03,2025-10,2025Q4
6073,delivery,165.53,2025-10-03,2025-10-03,2025-10,2025Q4
6074,fuel,45.01,2025-10-03,2025-10-03,2025-10,2025Q4
6075,delivery,6541.200000000001,2025-10-03,2025-10-03,2025-10,2025Q4
6076,fuel,45.45333333333333,2025-10-03,2025-10-03,2025-10,2025Q4
6077,delivery,1741.7700000000002,2025-10-03,2025-10-03,2025-10,2025Q4
6078,fuel,113.14333333333335,2025-10-03,2025-10-03,2025-10,2025Q4
6079,delivery,280.8,2025-10-03,2025-10-03,2025-10,2025Q4
6080,fuel,7.910000000000001,2025-10-03,2025-10-03,2025-10,2025Q4
6081,delivery,2407.4,2025-10-04,2025-10-04,2025-10,2025Q4
6082,fuel,51.59,2025-10-04,2025-10-04,2025-10,2025Q4
6083,delivery,6913.129999999999,2025-10-04,2025-10-04,2025-10,2025Q4
6084,fuel,112.60666666666665,2025-10-04,2025-10-04,2025-10,2025Q4
6085,delivery,4695.44,2025-10-04,2025-10-04,2025-10,2025Q4
6086,fuel,51.59,2025-10-04,2025-10-04,2025-10,2025Q4
